"_report","_báo cáo"
"This email is autogenerated","Email này được tạo tự động"
"This feature is brand new and still experimental","Tính năng này hoàn toàn mới và vẫn đang trong giai đoạn thử nghiệm"
"This field is used to set the 'Customer'.","Trường này được sử dụng để thiết lập 'Khách hàng'."
"This field will appear only if the fieldname defined here has value OR the rules are true (examples):|||myfield|||eval:doc.myfield=='My Value'|||eval:doc.age&gt;18","Trường này sẽ chỉ xuất hiện nếu tên trường được xác định ở đây có giá trị HOẶC các quy tắc là đúng (ví dụ):|||myfield|||eval:doc.myfield=='Giá trị của tôi'|||eval:doc.age&gt;18"
"This file is attached to a protected document and cannot be deleted.","Tập tin này được đính kèm vào một tài liệu được bảo vệ và không thể xóa được."
"This file is public and can be accessed by anyone, even without logging in. Mark it private to limit access.","Tệp này là công khai và bất kỳ ai cũng có thể truy cập, ngay cả khi không đăng nhập. Đánh dấu tệp này là riêng tư để hạn chế quyền truy cập."
"This file is public. It can be accessed without authentication.","Tệp này là tệp công khai. Có thể truy cập mà không cần xác thực."
"This filter will be applied to Journal Entry.","Bộ lọc này sẽ được áp dụng cho Định khoản."
"this form","hình thức này"
"This form has been modified after you have loaded it","Biểu Biểu mẫu này đã được sửa đổi sau khi bạn tải nó"
"This form is not editable due to a Workflow.","Biểu Biểu mẫu này không thể chỉnh sửa được do có quy trình làm việc."
"This format is used if country specific format is not found","Định dạng này được sử dụng nếu không tìm thấy định dạng cụ thể của quốc gia"
"This geolocation provider is not supported yet.","Nhà cung cấp định vị địa lý này hiện chưa được hỗ trợ."
"This goes above the slideshow.","Phần này nằm phía trên phần trình chiếu."
"This invoice has already been paid.","Hóa đơn này đã được thanh toán."
"This is a background report. Please set the appropriate filters and then generate a new one.","Đây là báo cáo cơ bản. Vui lòng thiết lập bộ lọc phù hợp và tạo bộ lọc mới."
"This is a location where final product stored.","Đây là nơi lưu trữ sản phẩm cuối cùng."
"This is a location where operations are executed.","Đây là nơi thực hiện các hoạt động."
"This is a location where raw materials are available.","Đây là nơi có sẵn nguyên liệu thô."
"This is a location where scraped materials are stored.","Đây là nơi lưu trữ các vật liệu đã cạo."
"This is a preview of the email to be sent. A PDF of the document will automatically be attached with the email.","Đây là bản xem trước của email sẽ được ghi sổ. Tệp PDF của tài liệu sẽ tự động được đính kèm vào email."
"This is a root account and cannot be edited.","Đây là tài khoản root và không thể chỉnh sửa."
"This is a root customer group and cannot be edited.","Đây là nhóm khách hàng gốc và không thể chỉnh sửa."
"This is a root department and cannot be edited.","Đây là một bộ phận gốc và không thể chỉnh sửa được."
"This is a root item group and cannot be edited.","Đây là nhóm mặt hàng gốc và không thể chỉnh sửa."
"This is a root sales person and cannot be edited.","Đây là nhân viên bán hàng gốc và không thể chỉnh sửa."
"This is a root supplier group and cannot be edited.","Đây là nhóm nhà cung cấp gốc và không thể chỉnh sửa."
"This is a root territory and cannot be edited.","Đây là vùng gốc và không thể chỉnh sửa được."
"This is a Template BOM and will be used to make the work order for {0} of the item {1}","Đây là Biểu mẫu BOM và sẽ được sử dụng để lập lệnh sản xuất cho {0} mặt hàng {1}"
"This is a top-10 common password.","Đây là 10 mật khẩu phổ biến nhất."
"This is a top-100 common password.","Đây là một trong 100 mật khẩu phổ biến nhất."
"This is a very common password.","Đây là một mật khẩu rất phổ biến."
"This is a virtual doctype and data is cleared periodically.","Đây là loại tài liệu ảo và dữ liệu sẽ được xóa định kỳ."
"This is an automatically generated reply","Đây là một câu trả lời được tạo tự động"
"This is based on stock movement. See {0} for details","Điều này dựa trên biến động của tồn kho. Xem {0} để biết chi tiết"
"This is based on the Time Sheets created against this project","Điều này dựa trên Bảng chấm công được tạo cho dự án này"
"This is based on transactions against this Sales Person. See timeline below for details","Điều này dựa trên các giao dịch với Nhân viên bán hàng này. Xem dòng thời gian bên dưới để biết chi tiết"
"This is considered dangerous from accounting point of view.","Điều này được coi là nguy hiểm theo quan điểm kế toán."
"This is done to handle accounting for cases when Purchase Receipt is created after Purchase Invoice","Việc này được thực hiện để xử lý kế toán cho các trường hợp khi Phiếu nhập kho mua hàng được tạo sau Hóa đơn mua hàng"
"This is enabled by default. If you want to plan materials for sub-assemblies of the Item you're manufacturing leave this enabled. If you plan and manufacture the sub-assemblies separately, you can disable this checkbox.","Tính năng này được bật theo mặc định. Nếu bạn muốn lập kế hoạch vật liệu cho các cụm lắp ráp của Sản phẩm đang sản xuất, hãy giữ nguyên tùy chọn này. Nếu bạn lập kế hoạch và sản xuất các cụm lắp ráp riêng biệt, bạn có thể tắt tùy chọn này."
"This is for raw material Items that'll be used to create finished goods. If the Item is an additional service like 'washing' that'll be used in the BOM, keep this unchecked.","mặt hàng này dành cho các mặt hàng nguyên liệu thô sẽ được sử dụng để tạo ra thành phẩm. Nếu mặt hàng là một dịch vụ bổ sung như ""giặt ủi"" sẽ được sử dụng trong BOM, hãy bỏ chọn mặt hàng này."
"This is similar to a commonly used password.","Điều này tương tự như mật khẩu thường dùng."
"This is the number of the last created transaction with this prefix","Đây là số giao dịch được tạo gần đây nhất với tiền tố này"
"This item filter has already been applied for the {0}","Bộ lọc mặt hàng này đã được áp dụng cho {0}"
"This Item is a Template and cannot be used in transactions. Item attributes will be copied over into the variants unless 'No Copy' is set","mặt hàng này là Biểu mẫu và không thể sử dụng trong giao dịch. Thuộc tính của mặt hàng sẽ được sao chép vào các biến thể trừ khi được đặt là ""Không sao chép""."
"This Item is a Variant of {0} (Template).","mặt hàng này là Biến thể của {0} (Biểu mẫu)."
"This Kanban Board will be private","Bảng Kanban này sẽ là riêng tư"
"This link has already been activated for verification.","Liên kết này đã được kích hoạt để xác minh."
"This link is invalid or expired. Please make sure you have pasted correctly.","Liên kết này không hợp lệ hoặc đã hết hạn. Vui lòng đảm bảo bạn đã dán đúng."
"This may get printed on multiple pages","Điều này có thể được in trên nhiều trang"
"This Month","Tháng này"
"This month","Tháng này"
